Student_ID,Name,Email,Target,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Performance_Ratio_avg,GPA_avg_scaled,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Mental_Depression,Mental_Anxiety,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,StudentWorker,Living_With_Family
10126,Sophia Harris,sophia.harris@college.org,Graduate,17,2,9070,130,37,37,9,9,123.7,0,1,0,0,18,7.6,2.6,0.32,1,2.53,2,8.03,27.83,1,0,1,1,1,50,0,1,1
10127,Emma Taylor,emma.taylor@college.org,Graduate,1,4,9147,126,1,19,4,8,120.1,0,1,0,0,19,8.9,1.4,3.51,1,2.7,2,5.37,35.21,1,1,1,2,1,70,0,1,1
10128,Noah Thomas,noah.thomas@studentmail.com,Dropout,17,6,9500,148,1,19,3,3,131.7,0,1,0,0,19,13.9,-0.3,0.79,0.36,1.4,1,3.34,28.64,3,1,1,2,1,50,0,0,1
10129,Ava Smith,ava.smith@university.edu,Graduate,43,1,9238,130,38,37,9,7,133.2,0,1,0,0,20,7.6,2.6,0.32,1,2.34,3,8.51,26.62,1,1,1,5,1,100,0,0,1
10130,Isabella Thomas,isabella.thomas@studentmail.com,Dropout,1,1,9670,117,1,38,3,9,109.3,1,0,0,1,19,12.4,0.5,1.79,0.75,2.45,2,6.49,24.51,3,0,0,4,1,90,1,0,0
10131,Liam Martin,liam.martin@studentmail.com,Graduate,17,1,9670,120,19,19,5,5,113,0,1,0,0,20,7.6,2.6,0.32,0.8,2.37,2,7.62,27.83,1,1,1,3,1,90,0,0,1
10132,Olivia Taylor,olivia.taylor@university.edu,Graduate,1,1,9773,153,1,1,141,175,157.9,1,1,0,1,18,8.9,1.4,3.51,1,2.97,2,7.44,41.54,2,1,0,2,1,100,1,0,0
10133,Isabella Taylor,isabella.taylor@college.org,Enrolled,1,2,9500,117,19,1,4,7,112.1,0,1,0,1,20,11.1,0.6,2.02,0.79,2.61,2,9.3,50.25,3,0,0,1,1,90,1,0,0
10134,Ava Thomas,ava.thomas@college.org,Graduate,18,1,9500,178,19,1,4,8,174.7,0,1,0,0,18,13.9,-0.3,0.79,1,3.47,2,9.75,33,3,1,1,1,1,85,0,1,1
10135,Olivia Martin,olivia.martin@college.org,Graduate,1,5,9500,129,37,37,9,9,128.8,0,1,0,0,19,7.6,2.6,0.32,0.86,2.53,3,6.58,34.73,2,1,1,1,1,100,0,0,1
10136,Liam Taylor,liam.taylor@university.edu,Graduate,1,6,9773,116,19,1,4,4,110.1,0,1,0,1,19,12.4,0.5,1.79,0.92,2.47,2,6.84,38.11,3,0,0,1,1,100,1,0,0
10137,Ava Johnson,ava.johnson@college.org,Enrolled,51,1,9147,99,3,1,3,3,99.7,1,0,0,0,22,8.9,1.4,3.51,0,0,3,4.24,31.31,2,0,0,4,0,79,0,1,1
10138,James Martin,james.martin@college.org,Graduate,1,3,9238,135,1,12,9,10,121,0,1,0,1,19,12.4,0.5,1.79,1,2.28,2,9.82,21.73,3,0,0,1,1,100,1,0,0
10139,James Smith,james.smith@university.edu,Graduate,1,3,9500,141,19,19,9,7,131.7,0,1,0,1,19,15.5,2.8,-4.06,1,2.59,3,9.2,31.51,3,0,0,1,1,100,1,1,0
10140,Emma Smith,emma.smith@studentmail.com,Graduate,17,5,9853,132,37,38,5,6,119.1,0,1,0,1,19,9.4,-0.8,-3.12,0.83,2.28,2,7,42.12,2,0,1,4,1,88,1,1,0
10141,Emma Thomas,emma.thomas@studentmail.com,Dropout,1,4,9254,132,12,19,9,9,124.7,0,1,0,0,19,7.6,2.6,0.32,0,0,1,9.19,27.41,3,1,1,2,1,95,0,0,1
10142,Ava Johnson,ava.johnson@university.edu,Dropout,17,1,9254,113,1,37,9,10,117.2,0,1,0,0,20,7.6,2.6,0.32,0.67,2.29,2,5.59,32.67,2,1,1,1,1,86,0,0,1
10143,James Smith,james.smith@college.org,Graduate,1,1,9147,134,3,19,2,10,128.8,0,1,0,0,18,13.9,-0.3,0.79,1,2.75,2,4.08,23.18,3,1,1,2,1,100,0,0,1
10144,Noah Taylor,noah.taylor@college.org,Graduate,1,1,9500,136,1,19,9,9,131.5,0,1,0,1,20,11.1,0.6,2.02,0.87,2.8,3,9.37,26.44,3,0,0,2,1,100,1,0,0
10145,Ethan Thomas,ethan.thomas@university.edu,Graduate,1,1,9085,129,1,38,4,7,123.4,0,1,0,0,19,7.6,2.6,0.32,1,2.58,2,9.99,28.64,3,1,1,2,1,99,0,0,1
10146,Noah Taylor,noah.taylor@studentmail.com,Enrolled,17,1,9853,138,38,38,7,6,124.7,0,1,0,0,18,9.4,-0.8,-3.12,0.67,2.32,3,4.19,29.13,3,1,1,1,1,80,0,0,1
10147,Ava Martin,ava.martin@college.org,Graduate,1,1,9853,137,37,37,9,9,132.8,0,1,0,0,18,7.6,2.6,0.32,0.92,2.51,2,3.68,48.56,1,1,1,2,1,80,0,0,1
10148,Ava Thomas,ava.thomas@university.edu,Dropout,43,1,9853,115,3,37,2,5,108.7,0,1,0,0,21,9.4,-0.8,-3.12,0.5,2.27,2,4.15,35.08,3,0,1,3,1,100,0,0,1
10149,Liam Smith,liam.smith@studentmail.com,Dropout,1,1,9853,129,38,37,6,6,138.1,0,1,0,0,19,7.6,2.6,0.32,0.83,2.35,2,6.81,23.18,3,1,1,8,1,100,0,0,1
10150,Isabella Thomas,isabella.thomas@studentmail.com,Graduate,1,1,9147,131,38,38,9,9,126.5,0,1,0,1,18,12.4,0.5,1.79,1,2.24,2,2.69,13.16,3,0,0,2,1,87,1,1,0
10151,Olivia White,olivia.white@college.org,Graduate,17,2,9238,133,1,37,7,9,127.4,0,1,0,1,18,12.7,3.7,-1.7,1,2.41,2,9.46,15.84,2,0,0,2,1,100,1,0,0
10152,Noah Taylor,noah.taylor@college.org,Graduate,1,3,9238,125,19,1,9,10,123.6,0,1,0,0,20,9.4,-0.8,-3.12,0.83,2.28,3,7.21,38.86,2,1,1,3,1,96,0,0,1
10153,James White,james.white@college.org,Graduate,39,1,8014,120,1,19,6,8,122,0,1,0,1,24,11.1,0.6,2.02,0.83,2.36,2,7.44,51.94,3,0,0,2,1,100,1,0,0
10154,Sophia Jackson,sophia.jackson@university.edu,Dropout,1,1,9670,128,19,1,4,1,118.2,0,1,0,0,19,10.8,1.4,1.74,1,2.62,2,6.45,37.79,3,1,1,3,1,100,0,1,1
10155,Noah Thomas,noah.thomas@studentmail.com,Graduate,1,1,9500,127,19,37,9,7,123.9,0,1,0,1,18,15.5,2.8,-4.06,0.94,2.56,2,6.36,24.51,3,1,1,1,1,85,1,0,0
10156,Olivia White,olivia.white@college.org,Graduate,1,2,9500,134,19,19,9,9,125.8,0,1,0,0,18,15.5,2.8,-4.06,1,3.03,2,4.18,26.02,3,1,1,4,1,90,0,0,1
10157,Olivia Martin,olivia.martin@studentmail.com,Dropout,17,5,9853,132,12,12,4,4,123.3,0,1,0,0,21,10.8,1.4,1.74,0.58,2.25,2,2.9,19.53,3,1,1,5,1,89,0,1,1
10158,Noah White,noah.white@college.org,Graduate,17,2,9670,124,1,19,5,4,124.4,0,1,0,0,19,7.6,2.6,0.32,1,2.84,2,6.18,41.16,1,1,1,1,1,90,0,0,1
10159,James Harris,james.harris@studentmail.com,Graduate,17,1,9773,133.1,19,37,7,7,126,0,1,0,1,19,15.5,2.8,-4.06,1,2.55,2,9.75,50.93,2,0,0,1,1,87,1,0,0
10160,James Anderson,james.anderson@studentmail.com,Enrolled,39,1,9003,170,1,37,6,6,170,1,1,0,0,47,8.9,1.4,3.51,0,0,2,7.9,58.92,2,0,0,3,0,50,0,1,1
10161,Ava Anderson,ava.anderson@college.org,Graduate,17,3,9238,125,19,19,7,8,121.5,0,1,0,0,19,13.9,-0.3,0.79,0.75,2.27,3,8.55,5.04,2,1,1,3,1,100,0,0,1
10162,Isabella Anderson,isabella.anderson@studentmail.com,Graduate,39,1,9500,130,2,2,1,1,130,0,1,0,0,29,12.7,3.7,-1.7,0.88,2.85,2,9.75,31.26,3,1,1,1,1,98,0,0,1
10163,Noah Martin,noah.martin@studentmail.com,Dropout,43,1,9238,125,19,19,4,8,117,0,1,0,0,21,16.2,0.3,-0.92,0.42,2.33,2,6.43,35.86,3,1,1,4,1,100,0,0,1
10164,Sophia Smith,sophia.smith@university.edu,Enrolled,39,1,9085,130,37,19,9,7,130,0,1,0,0,28,12.7,3.7,-1.7,0.8,2.17,2,6.02,14.8,2,1,1,2,1,100,0,0,1
10165,Noah Smith,noah.smith@college.org,Graduate,17,2,9556,133.1,37,37,3,10,108,0,1,0,0,20,15.5,2.8,-4.06,1,2.6,2,2.91,30.55,2,1,1,6,1,96,0,1,1
10166,James White,james.white@studentmail.com,Graduate,17,1,9500,131,2,38,4,5,132.3,0,1,0,0,19,7.6,2.6,0.32,0.86,2.34,1,9.99,20.2,2,1,1,2,1,90,0,0,1
10167,Lucas Smith,lucas.smith@studentmail.com,Graduate,42,1,8014,150,19,2,4,6,148,0,1,0,0,26,9.4,-0.8,-3.12,0.67,2.37,2,1.14,27.67,3,1,1,5,1,100,0,0,1
10168,Ava Brown,ava.brown@college.org,Dropout,17,2,9254,125,37,37,9,8,122.6,1,0,0,0,20,11.1,0.6,2.02,0.83,2.49,3,7.06,27.22,1,0,0,7,0,56,0,1,1
10169,Emma White,emma.white@university.edu,Enrolled,1,1,9670,131,37,37,9,9,123,0,1,0,1,18,7.6,2.6,0.32,0.7,2.52,2,5.89,37.27,2,0,1,1,1,85,1,0,0
10170,Isabella Anderson,isabella.anderson@studentmail.com,Graduate,39,1,9853,130,37,19,9,5,102.5,0,1,0,0,27,7.6,2.6,0.32,0.83,2.52,2,6.33,34.04,2,1,1,2,1,50,0,0,1
10171,Emma Johnson,emma.johnson@university.edu,Dropout,1,2,9500,123,34,34,90,90,113.3,0,1,0,0,20,7.6,2.6,0.32,0.57,2.39,3,7.53,30.01,1,1,1,3,1,98,0,0,1
10172,Lucas Anderson,lucas.anderson@university.edu,Dropout,1,5,9853,141,37,19,9,5,133,0,1,0,0,18,9.4,-0.8,-3.12,0.83,2.28,2,4.08,55.41,3,1,1,3,1,89,0,0,1
10173,Liam Thomas,liam.thomas@college.org,Dropout,7,1,9500,140,1,1,9,5,140,0,1,0,0,33,16.2,0.3,-0.92,0.8,2.89,1,1.78,36.76,3,1,1,6,1,90,0,0,1
10174,Noah White,noah.white@university.edu,Graduate,43,1,9853,140,3,1,3,3,128.3,0,1,0,0,35,12.4,0.5,1.79,1,2.54,2,5.52,25.92,3,1,1,1,1,79,0,0,1
10175,Liam Smith,liam.smith@college.org,Enrolled,44,1,9991,140,37,19,9,8,140,0,1,0,1,26,9.4,-0.8,-3.12,1,2.58,2,2.26,34.48,3,0,1,4,1,100,1,0,0
10176,Liam Anderson,liam.anderson@college.org,Dropout,39,1,9773,133.1,19,19,3,4,104,1,0,0,0,27,11.1,0.6,2.02,0.42,1.2,2,2.61,37.89,2,0,0,10,0,60,0,1,1
10177,Olivia Anderson,olivia.anderson@studentmail.com,Dropout,18,3,9070,131,1,37,5,5,122.3,0,0,0,0,19,15.5,2.8,-4.06,0.5,1.22,2,9.32,16.29,2,0,0,7,0,87,0,1,1
10178,Lucas Taylor,lucas.taylor@college.org,Dropout,17,2,9254,143,1,19,4,6,135,0,1,0,0,20,11.1,0.6,2.02,0,0,3,5.21,47.3,1,0,1,2,1,87,0,1,1
10179,James Taylor,james.taylor@studentmail.com,Dropout,18,2,9147,132,3,3,5,7,119.1,1,0,0,0,20,10.8,1.4,1.74,0.6,2.06,2,9.79,13.78,2,0,0,4,0,86,0,1,1
10180,Emma White,emma.white@college.org,Enrolled,43,1,9238,143,1,37,5,9,126.6,1,0,0,0,21,9.4,-0.8,-3.12,0.73,2.15,3,6.47,29.16,2,0,0,2,1,100,1,1,1
10181,Ethan Anderson,ethan.anderson@college.org,Graduate,17,3,9500,141,38,1,9,4,129,0,1,0,1,18,7.6,2.6,0.32,0.86,2.61,2,6.08,38.11,3,0,0,2,1,100,1,0,0
10182,Noah White,noah.white@university.edu,Dropout,39,1,9085,133.1,1,19,9,9,162.3,0,1,0,0,24,8.9,1.4,3.51,0.17,1.1,2,9.63,46.6,3,1,1,3,1,90,0,1,1
10183,Emma Johnson,emma.johnson@university.edu,Graduate,17,4,9070,148,1,3,4,1,163.4,0,1,0,0,20,16.2,0.3,-0.92,1,2.35,2,4.24,10.59,1,1,1,2,1,68,0,1,1
10184,Liam Harris,liam.harris@university.edu,Graduate,1,1,9254,125,19,38,9,8,121.5,0,1,0,1,21,13.9,-0.3,0.79,1,2.45,2,8.51,37.27,3,0,0,2,1,95,1,0,0
10185,Olivia Thomas,olivia.thomas@studentmail.com,Enrolled,1,1,8014,120,1,37,7,3,122.8,0,1,0,0,23,9.4,-0.8,-3.12,0.27,2,2,2.27,23.51,3,1,1,2,1,90,0,0,1
10186,Ethan Brown,ethan.brown@college.org,Dropout,39,1,9147,140,12,3,4,3,118,0,1,0,0,24,7.6,2.6,0.32,0,0,2,3.91,17.34,3,1,1,3,1,100,0,1,1
10187,Noah Johnson,noah.johnson@university.edu,Dropout,51,1,9853,139,1,1,4,10,134,0,1,0,0,21,12.4,0.5,1.79,0,0,2,3.51,17.04,1,1,1,5,1,100,0,0,1
10188,Isabella Harris,isabella.harris@university.edu,Graduate,1,4,9500,142,38,38,9,8,129.8,0,1,0,0,18,12.7,3.7,-1.7,0.88,2.45,1,9.19,18.56,3,1,1,3,1,90,0,0,1
10189,Noah White,noah.white@university.edu,Dropout,39,1,9991,130,19,1,3,4,152,0,1,0,0,27,8.9,1.4,3.51,0,0,2,8.29,23.51,1,1,1,5,1,100,0,0,1
10190,Emma Johnson,emma.johnson@university.edu,Graduate,18,6,9500,126,37,37,5,5,122.8,0,1,0,0,18,9.4,-0.8,-3.12,1,2.59,2,4.19,37.81,3,0,1,3,1,88,0,0,1
10191,Sophia Anderson,sophia.anderson@college.org,Dropout,7,1,9119,150,3,2,2,2,150,0,1,0,0,35,13.9,-0.3,0.79,0,0,2,8.34,33.71,2,1,1,3,1,90,0,1,1
10192,Lucas Brown,lucas.brown@university.edu,Graduate,1,1,9853,130,19,19,3,8,131.8,0,1,0,0,18,11.1,0.6,2.02,1,2.7,3,8.45,27.83,2,1,1,2,1,85,0,1,1
10193,Isabella Brown,isabella.brown@studentmail.com,Enrolled,39,1,9500,120,1,3,175,121,105.9,0,1,0,0,35,11.1,0.6,2.02,1,2.32,2,5.54,41.39,3,1,1,1,1,100,0,0,1
10194,Olivia Thomas,olivia.thomas@studentmail.com,Graduate,1,1,9085,138,1,1,4,7,132.1,0,1,0,0,19,10.8,1.4,1.74,0.8,2.81,3,5.54,35.21,3,1,1,10,1,85,0,0,1
10195,Ava Thomas,ava.thomas@university.edu,Graduate,1,4,9238,127,19,19,4,0,127.4,0,1,0,0,20,7.6,2.6,0.32,1,2.25,2,2.16,41.48,3,1,1,2,1,99,0,0,1
10196,Olivia Thomas,olivia.thomas@university.edu,Graduate,1,4,9500,140,19,19,7,7,129.5,0,1,0,0,18,10.8,1.4,1.74,0.88,2.46,2,9.21,31.57,1,1,1,4,1,100,0,1,1
10197,James Martin,james.martin@studentmail.com,Graduate,44,1,9238,130,38,38,5,10,126.7,1,1,0,0,21,13.9,-0.3,0.79,1,2.39,2,8.22,41.55,1,1,1,2,1,100,0,1,1
10198,Emma White,emma.white@university.edu,Graduate,17,2,9238,128,19,37,9,8,116.5,0,1,0,1,18,16.2,0.3,-0.92,0.75,2.24,2,4.13,48.44,3,0,1,1,1,88,1,1,0
10199,Isabella Thomas,isabella.thomas@studentmail.com,Graduate,1,1,9238,132,34,34,0,0,119.1,0,1,0,0,18,7.6,2.6,0.32,0.67,2.17,2,3.84,33.53,3,1,1,10,1,88,0,1,1
10200,Liam Anderson,liam.anderson@university.edu,Graduate,1,2,9500,149,19,38,9,9,126.5,0,1,0,0,18,12.7,3.7,-1.7,0.88,2.58,2,5.37,26.16,2,1,1,2,1,90,0,0,1
10201,Sophia Jackson,sophia.jackson@university.edu,Graduate,1,4,9773,155,3,19,1,4,149.8,0,1,0,1,18,16.2,0.3,-0.92,1,2.8,2,5.64,29.85,2,0,1,5,1,76,1,0,0
10202,Noah Taylor,noah.taylor@university.edu,Graduate,1,1,9085,120,19,1,8,7,115.1,0,1,0,0,19,13.9,-0.3,0.79,0.92,2.73,2,9.3,14.8,3,0,1,3,1,98,0,0,1
10203,Olivia Thomas,olivia.thomas@college.org,Dropout,39,1,9254,133.1,3,19,2,3,124.5,0,1,0,1,36,16.2,0.3,-0.92,0.92,2.65,2,7.27,18.63,3,0,0,1,1,100,1,1,0
10204,Olivia Thomas,olivia.thomas@studentmail.com,Graduate,1,2,9500,131,38,1,7,4,128.3,0,1,0,1,18,12.7,3.7,-1.7,0.88,2.53,2,3.48,47.62,3,0,0,2,1,100,1,0,0
10205,Emma Johnson,emma.johnson@university.edu,Graduate,1,1,9500,149,37,37,9,9,136,0,1,0,1,18,7.6,2.6,0.32,0.86,2.58,2,2.49,53.4,2,0,0,6,1,88,1,0,0
10206,Isabella Smith,isabella.smith@college.org,Graduate,43,1,9130,140,1,3,9,2,140,0,1,0,1,20,13.9,-0.3,0.79,1,3.15,2,9.62,38.93,3,0,1,3,1,90,1,0,0
10207,Emma Thomas,emma.thomas@college.org,Dropout,39,1,9991,133.1,37,37,9,9,126.3,0,1,0,1,26,16.2,0.3,-0.92,0,0,2,9.21,25.34,3,0,0,3,1,85,1,0,0
10208,Emma Harris,emma.harris@college.org,Graduate,43,1,9773,122,1,1,4,5,126.9,0,1,0,0,21,7.6,2.6,0.32,1,2.37,2,1.07,18.89,2,1,1,3,1,98,0,0,1
10209,James Harris,james.harris@college.org,Enrolled,39,1,9556,130,1,1,4,5,145,0,1,0,0,25,15.5,2.8,-4.06,0.93,2.54,2,7,24.77,3,1,1,1,1,100,0,0,1
10210,Liam Johnson,liam.johnson@college.org,Graduate,18,1,9147,121,19,3,5,5,115.8,0,1,0,1,19,12.4,0.5,1.79,1,2.32,2,9.19,44.21,2,0,1,1,1,100,1,0,0
10211,Isabella Anderson,isabella.anderson@college.org,Dropout,39,1,8014,120,19,37,8,7,100,0,1,0,0,24,9.4,-0.8,-3.12,0.08,1,2,6.23,21.99,3,1,1,2,1,80,0,0,1
10212,Emma Jackson,emma.jackson@university.edu,Dropout,39,1,8014,133.1,1,19,5,4,102.5,0,1,0,1,27,8.9,1.4,3.51,0.08,1,2,7,23.11,3,0,0,7,1,90,1,0,0
10213,Liam Harris,liam.harris@university.edu,Dropout,17,1,9085,121,19,37,1,3,131.5,0,1,0,0,21,7.6,2.6,0.32,0.2,1.35,2,9.61,25.27,2,1,1,7,1,97,0,0,1
10214,Isabella Harris,isabella.harris@college.org,Graduate,1,1,9147,133,38,38,7,7,147,0,1,0,1,18,9.4,-0.8,-3.12,0.7,2.53,2,6.08,18.17,2,0,0,1,1,80,1,0,0
10215,Noah White,noah.white@college.org,Graduate,1,4,9853,134,37,37,5,7,122.5,0,1,0,1,19,10.8,1.4,1.74,1,2.78,3,4.83,25.94,3,1,1,1,1,85,1,0,0
10216,Sophia White,sophia.white@studentmail.com,Dropout,1,3,9254,115,1,1,3,3,117.5,0,1,0,0,18,9.4,-0.8,-3.12,0.5,2.38,2,1.36,41.39,3,1,1,3,1,70,0,0,1
10217,Emma Brown,emma.brown@university.edu,Graduate,51,1,9500,127,19,1,5,9,150,0,1,0,1,19,11.1,0.6,2.02,0.79,2.6,2,6.75,31.87,3,0,1,1,1,95,1,0,0
10218,Liam Taylor,liam.taylor@college.org,Graduate,18,1,9500,135,1,38,4,5,127.5,0,1,0,1,19,16.2,0.3,-0.92,0.87,2.87,3,1.8,36.17,3,0,1,1,1,90,1,0,0
10219,Lucas Jackson,lucas.jackson@college.org,Graduate,7,1,9991,140,40,5,3,3,140,0,1,0,0,33,11.1,0.6,2.02,1,3.11,2,7,23.26,2,1,1,4,1,95,0,1,1
10220,Ethan Harris,ethan.harris@studentmail.com,Graduate,7,1,9147,130,1,4,3,10,130,0,1,0,0,45,12.4,0.5,1.79,1,2.48,1,5.95,31.5,1,0,1,2,1,95,0,0,1
10221,Noah Anderson,noah.anderson@college.org,Graduate,1,1,9238,135,1,1,9,9,133.3,0,1,0,1,20,11.1,0.6,2.02,1,2.49,2,5.08,31.88,3,0,1,1,1,99,1,0,0
10222,Sophia Brown,sophia.brown@university.edu,Dropout,39,2,9670,140,34,34,0,0,97,0,1,0,0,28,7.6,2.6,0.32,0,0,2,4.75,40.34,3,1,1,1,1,95,0,0,1
10223,Ethan Martin,ethan.martin@studentmail.com,Graduate,43,1,9500,120,1,1,5,8,112,0,1,0,1,19,12.7,3.7,-1.7,0.88,2.31,2,7.19,28.9,3,0,0,3,1,90,1,0,0
10224,Noah Martin,noah.martin@studentmail.com,Graduate,1,2,9254,140,1,37,4,5,123.6,0,1,0,0,18,12.7,3.7,-1.7,0.75,2.55,2,9.28,30.99,2,1,1,5,1,90,0,0,1
10225,Noah Brown,noah.brown@college.org,Dropout,39,1,9254,133.1,19,19,4,6,130.5,0,1,0,0,38,15.5,2.8,-4.06,0,0,1,9.38,57.14,3,1,1,7,1,100,0,0,1
10226,Lucas White,lucas.white@college.org,Graduate,1,2,9670,135,1,3,4,3,133.3,0,1,0,0,19,9.4,-0.8,-3.12,1,2.62,2,8.51,25.27,1,1,1,2,1,98,0,1,1
10227,Isabella Smith,isabella.smith@studentmail.com,Graduate,1,1,9254,123,1,37,9,9,132.1,0,1,0,1,21,15.5,2.8,-4.06,0.83,2.3,2,9.84,26.44,3,0,0,2,1,100,1,0,0
10228,Lucas Thomas,lucas.thomas@college.org,Dropout,1,1,9147,133.1,37,1,9,10,100,0,1,0,0,21,16.2,0.3,-0.92,0.4,2.7,2,5.54,53.23,2,1,1,3,1,100,0,1,1
10229,Lucas Taylor,lucas.taylor@studentmail.com,Graduate,1,1,9238,154,38,37,9,9,140.4,0,1,0,1,22,10.8,1.4,1.74,0.92,2.56,2,7.92,31.18,3,0,0,2,1,100,1,0,0
10230,Ethan Jackson,ethan.jackson@university.edu,Graduate,1,1,9853,148,19,19,5,7,141.7,0,1,0,1,18,9.4,-0.8,-3.12,0.92,2.66,2,9.7,16.75,3,0,1,1,1,98,1,0,0
10231,Lucas Smith,lucas.smith@studentmail.com,Graduate,17,2,9238,133,37,37,3,9,119.7,0,1,0,1,18,15.5,2.8,-4.06,1,2.29,2,6.43,35.95,2,0,0,1,1,90,1,0,0
10232,Isabella Johnson,isabella.johnson@studentmail.com,Dropout,1,1,9130,126,19,1,9,9,122.5,0,0,0,0,25,9.4,-0.8,-3.12,0.8,2.78,2,1.36,42.15,2,1,1,5,1,80,0,0,1
10233,Ava White,ava.white@college.org,Dropout,39,1,9085,133.1,19,19,9,7,140,1,0,0,0,24,16.2,0.3,-0.92,0.5,2.21,3,8.61,13.88,2,0,0,6,0,87,0,1,1
10234,Liam Brown,liam.brown@studentmail.com,Enrolled,1,3,9500,125,3,1,4,4,119.4,0,1,0,0,19,12.4,0.5,1.79,0.93,2.39,2,6.21,38.44,3,1,1,2,1,85,0,0,1
10235,James Smith,james.smith@university.edu,Enrolled,16,1,171,145,3,3,3,3,155,0,1,0,0,24,12.4,0.5,1.79,0.67,2.65,2,4.08,17.34,3,1,1,7,1,98,0,1,1
10236,James Thomas,james.thomas@college.org,Graduate,1,2,9147,118,37,19,5,5,119.1,0,1,0,1,20,12.4,0.5,1.79,1,2.52,2,1.52,16.85,3,0,1,2,1,95,1,0,0
10237,Emma Smith,emma.smith@university.edu,Dropout,39,1,9147,120,37,1,9,1,122.7,0,0,0,0,25,10.8,1.4,1.74,0,0,2,2.64,46.29,1,0,0,2,1,70,0,1,1
10238,James Johnson,james.johnson@college.org,Graduate,1,1,9147,127,38,19,9,10,117.9,0,1,0,1,20,8.9,1.4,3.51,0.95,2.53,2,6.84,28.03,2,0,0,2,1,80,1,0,0
10239,Ava Brown,ava.brown@college.org,Graduate,7,1,9500,130,19,38,5,3,130,0,1,0,0,23,9.4,-0.8,-3.12,1,2.64,2,3.12,35.52,3,1,1,3,1,57,0,0,1
10240,Sophia Johnson,sophia.johnson@college.org,Graduate,17,3,9500,129,19,37,7,6,120,0,1,0,1,19,10.8,1.4,1.74,0.88,2.63,2,3.47,24.91,3,0,1,10,1,100,1,1,0
10241,Emma Martin,emma.martin@college.org,Dropout,44,1,9003,130,37,37,9,10,130,1,0,0,0,29,13.9,-0.3,0.79,0.5,2.41,2,4.96,42.74,1,1,1,3,0,100,0,0,1
10242,Olivia Johnson,olivia.johnson@college.org,Graduate,1,3,9254,121,19,37,4,7,116.8,0,1,0,0,21,11.1,0.6,2.02,0.83,2.36,2,7.67,14.19,2,1,1,1,1,90,0,1,1
10243,Ethan Taylor,ethan.taylor@studentmail.com,Graduate,1,1,9670,136,19,1,9,8,123.4,0,1,0,1,18,11.1,0.6,2.02,0.92,2.74,2,4.84,24.76,3,0,0,4,1,80,1,0,0
10244,Lucas Brown,lucas.brown@university.edu,Enrolled,1,3,9070,125,19,38,9,9,125.4,0,1,0,0,19,9.4,-0.8,-3.12,0.83,2.48,2,2.68,39.1,3,1,1,3,1,99,0,0,1
10245,Isabella Jackson,isabella.jackson@studentmail.com,Dropout,1,3,9773,131,38,37,7,7,127.2,0,1,0,1,18,8.9,1.4,3.51,1,2.78,2,5,5,3,0,1,3,1,90,1,1,0
10246,Noah Thomas,noah.thomas@studentmail.com,Graduate,1,1,9085,122,9,19,90,6,103.4,0,1,0,0,19,7.6,2.6,0.32,1,2.74,2,6.83,28.56,3,1,1,3,1,99,0,0,1
10247,Liam Anderson,liam.anderson@studentmail.com,Enrolled,1,1,9773,127,37,37,9,8,123.2,0,1,0,0,18,9.4,-0.8,-3.12,0.08,1.1,1,6.55,32.36,1,1,1,3,1,90,0,1,1
10248,Isabella Smith,isabella.smith@university.edu,Graduate,17,1,9147,136,1,1,4,4,124.1,0,1,0,0,18,8.9,1.4,3.51,1,2.32,1,8.66,30.6,3,1,1,1,1,97,0,1,1
10249,Lucas White,lucas.white@university.edu,Dropout,39,1,9556,133.1,38,37,7,7,99.5,1,0,0,1,37,8.9,1.4,3.51,0.07,1.6,2,8.89,44.39,2,0,0,15,0,87,0,0,1
10250,Emma Jackson,emma.jackson@studentmail.com,Graduate,17,1,9991,127,37,37,6,6,124.9,0,1,0,0,29,16.2,0.3,-0.92,1,2.59,2,8.31,23.36,3,0,1,1,1,100,0,0,1
10251,Emma Jackson,emma.jackson@college.org,Enrolled,17,3,9070,116,37,37,9,9,110.8,0,1,0,0,18,7.6,2.6,0.32,1,2.43,2,6.23,20.72,2,1,1,2,1,95,0,0,1
10252,Isabella Johnson,isabella.johnson@studentmail.com,Graduate,1,1,9238,121,1,1,9,8,118.9,0,1,0,1,19,12.4,0.5,1.79,0.83,2.43,2,6.79,31.87,3,0,1,2,1,100,1,1,0
10253,Liam Thomas,liam.thomas@studentmail.com,Dropout,43,1,9238,124,1,1,3,1,118.8,1,0,0,0,22,16.2,0.3,-0.92,0.44,2.48,2,5.8,10.79,1,0,1,2,0,90,0,1,1
10254,Emma Smith,emma.smith@college.org,Graduate,1,1,9254,131,37,38,9,7,137,0,1,0,1,20,15.5,2.8,-4.06,0.92,2.18,2,1.75,8.33,3,0,0,1,1,90,1,0,0
10255,Ethan White,ethan.white@studentmail.com,Dropout,39,1,8014,100,37,37,99,99,100,0,1,0,0,34,12.7,3.7,-1.7,0,0,2,9.75,36.41,3,0,1,2,1,100,0,0,1
